price,datetime
3786.0140899273,2021-10-14 23:59:59.999
3862.6347654414,2021-10-15 23:59:59.999
3830.3821491371,2021-10-16 23:59:59.999
3847.1045954765,2021-10-17 23:59:59.999
3748.760140639,2021-10-18 23:59:59.999
3877.650974521,2021-10-19 23:59:59.999
4155.9922109016,2021-10-20 23:59:59.999
4054.322680585,2021-10-21 23:59:59.999
3970.1819041263,2021-10-22 23:59:59.999
4171.6635316783,2021-10-23 23:59:59.999
4087.9030050266,2021-10-24 23:59:59.999
4217.8769262219,2021-10-25 23:59:59.999
4131.1020027753,2021-10-26 23:59:59.999
3930.2572450471,2021-10-27 23:59:59.999
4287.3186319286,2021-10-28 23:59:59.999
4414.7466822498,2021-10-29 23:59:59.999
4325.6503660056,2021-10-30 23:59:59.999
4288.0744524723,2021-10-31 23:59:59.999
4324.6267937763,2021-11-01 23:59:59.999
4584.7986683562,2021-11-02 23:59:59.999
4607.1936070275,2021-11-03 23:59:59.999
4537.3240812825,2021-11-04 23:59:59.999
4486.2434052108,2021-11-05 23:59:59.999
4521.5810828056,2021-11-06 23:59:59.999
4620.5545029476,2021-11-07 23:59:59.999
4812.0876135348,2021-11-08 23:59:59.999
4735.0687550108,2021-11-09 23:59:59.999
4636.1742138137,2021-11-10 23:59:59.999
4730.3840385038,2021-11-11 23:59:59.999
4667.1154372084,2021-11-12 23:59:59.999
4651.460545018,2021-11-13 23:59:59.999
4626.3591259873,2021-11-14 23:59:59.999
4557.5037904508,2021-11-15 23:59:59.999
4216.3652329508,2021-11-16 23:59:59.999
4287.5939354912,2021-11-17 23:59:59.999
4000.6508651381,2021-11-18 23:59:59.999
4298.3066195466,2021-11-19 23:59:59.999
4409.9309250596,2021-11-20 23:59:59.999
4269.7330337867,2021-11-21 23:59:59.999
4088.4578165556,2021-11-22 23:59:59.999
4340.7637274697,2021-11-23 23:59:59.999
4239.9816819451,2021-11-24 23:59:59.999
4274.7432411819,2021-11-25 23:59:59.999
4030.9090107593,2021-11-26 23:59:59.999
4096.9120879995,2021-11-27 23:59:59.999
4294.453696226,2021-11-28 23:59:59.999
4445.1050078407,2021-11-29 23:59:59.999
4631.4787953361,2021-11-30 23:59:59.999
4586.9901314905,2021-12-01 23:59:59.999
4511.3024876508,2021-12-02 23:59:59.999
4220.7059283582,2021-12-03 23:59:59.999
4119.5873499557,2021-12-04 23:59:59.999
4198.3228725403,2021-12-05 23:59:59.999
4358.7375446631,2021-12-06 23:59:59.999
4315.0615432082,2021-12-07 23:59:59.999
4439.3577040324,2021-12-08 23:59:59.999
4119.8157981194,2021-12-09 23:59:59.999
3908.4961885009,2021-12-10 23:59:59.999
4084.4523285721,2021-12-11 23:59:59.999
4134.4533314793,2021-12-12 23:59:59.999
3784.2267878693,2021-12-13 23:59:59.999
3745.4403998743,2021-12-14 23:59:59.999
4018.3886028698,2021-12-15 23:59:59.999
3962.4696385927,2021-12-16 23:59:59.999
3879.4866765735,2021-12-17 23:59:59.999
3960.8600159608,2021-12-18 23:59:59.999
3922.5926443659,2021-12-19 23:59:59.999
3933.8445317309,2021-12-20 23:59:59.999
4020.2600395306,2021-12-21 23:59:59.999
3982.0995306524,2021-12-22 23:59:59.999
4108.0155124594,2021-12-23 23:59:59.999
4047.98288882,2021-12-24 23:59:59.999
4093.2809111356,2021-12-25 23:59:59.999
4067.328096647,2021-12-26 23:59:59.999
4037.5476922425,2021-12-27 23:59:59.999
3800.8930853403,2021-12-28 23:59:59.999
3628.531670825,2021-12-29 23:59:59.999
3713.8521625699,2021-12-30 23:59:59.999
3682.6329054434,2021-12-31 23:59:59.999
3769.6969160089,2022-01-01 23:59:59.999
3761.3802740698,2022-01-03 23:59:59.999
3794.0566786784,2022-01-04 23:59:59.999
3550.3868815397,2022-01-05 23:59:59.999
3418.4082471419,2022-01-06 23:59:59.999
3193.2104832854,2022-01-07 23:59:59.999
3091.9725838675,2022-01-08 23:59:59.999
3157.7514845574,2022-01-09 23:59:59.999
3083.0979490511,2022-01-10 23:59:59.999
3238.1116493614,2022-01-11 23:59:59.999
3372.2583258487,2022-01-12 23:59:59.999
3248.288475802,2022-01-13 23:59:59.999
3310.0014227047,2022-01-14 23:59:59.999
3330.5308455592,2022-01-15 23:59:59.999
3350.9219689819,2022-01-16 23:59:59.999
3212.3048970829,2022-01-17 23:59:59.999
3164.0252535298,2022-01-18 23:59:59.999
3095.8258381686,2022-01-19 23:59:59.999
3001.1200383969,2022-01-20 23:59:59.999
2557.9316232199,2022-01-21 23:59:59.999
2405.181065401,2022-01-22 23:59:59.999
2535.0390510606,2022-01-23 23:59:59.999
2440.3523259375,2022-01-24 23:59:59.999
2455.9349620985,2022-01-25 23:59:59.999
2468.0302778127,2022-01-26 23:59:59.999
2423.0012634172,2022-01-27 23:59:59.999
2547.0919776439,2022-01-28 23:59:59.999
2597.0846923895,2022-01-29 23:59:59.999
2603.4665820569,2022-01-30 23:59:59.999
2688.2789217993,2022-01-31 23:59:59.999
2792.1172443762,2022-02-01 23:59:59.999
2682.8539830123,2022-02-02 23:59:59.999
2679.1625080027,2022-02-03 23:59:59.999
2983.5869952246,2022-02-04 23:59:59.999
3014.6483097265,2022-02-05 23:59:59.999
3057.4761243596,2022-02-06 23:59:59.999
3142.4706148148,2022-02-07 23:59:59.999
3122.6085685691,2022-02-08 23:59:59.999
3239.4571147106,2022-02-09 23:59:59.999
3077.4822390496,2022-02-10 23:59:59.999
2927.3836328192,2022-02-11 23:59:59.999
2917.3626816608,2022-02-12 23:59:59.999
2883.4634878657,2022-02-13 23:59:59.999
2933.479035507,2022-02-14 23:59:59.999
3179.8770759747,2022-02-15 23:59:59.999
3127.8301165651,2022-02-16 23:59:59.999
2881.4820381633,2022-02-17 23:59:59.999
2785.7274909668,2022-02-18 23:59:59.999
2763.7012139901,2022-02-19 23:59:59.999
2628.6485428626,2022-02-20 23:59:59.999
2573.8162259349,2022-02-21 23:59:59.999
2639.2992632462,2022-02-22 23:59:59.999
2590.3596208657,2022-02-23 23:59:59.999
2598.0671601064,2022-02-24 23:59:59.999
2764.5356561157,2022-02-25 23:59:59.999
2781.1119039296,2022-02-26 23:59:59.999
2621.8017939844,2022-02-27 23:59:59.999
2919.2012286555,2022-02-28 23:59:59.999
2972.4850662484,2022-03-01 23:59:59.999
2950.1185006395,2022-03-02 23:59:59.999
2834.4691051703,2022-03-03 23:59:59.999
2617.1560278787,2022-03-04 23:59:59.999
2664.8311744433,2022-03-05 23:59:59.999
2555.0374406482,2022-03-06 23:59:59.999
2497.7713203997,2022-03-07 23:59:59.999
2576.7476117081,2022-03-08 23:59:59.999
2729.7835041625,2022-03-09 23:59:59.999
2608.048497585,2022-03-10 23:59:59.999
2559.5630442845,2022-03-11 23:59:59.999
2574.7542051655,2022-03-12 23:59:59.999
2518.9446311693,2022-03-13 23:59:59.999
2590.6960509187,2022-03-14 23:59:59.999
2620.1496247253,2022-03-15 23:59:59.999
2772.0556183272,2022-03-16 23:59:59.999
2814.8544342078,2022-03-17 23:59:59.999
2945.3430252396,2022-03-18 23:59:59.999
2946.2571390434,2022-03-19 23:59:59.999
2860.4591299715,2022-03-20 23:59:59.999
2897.9766804407,2022-03-21 23:59:59.999
2973.1311309304,2022-03-22 23:59:59.999
3031.0670246895,2022-03-23 23:59:59.999
3108.0619096249,2022-03-24 23:59:59.999
3106.671279528,2022-03-25 23:59:59.999
3143.1790657449,2022-03-26 23:59:59.999
3291.5775859525,2022-03-27 23:59:59.999
3336.634572264,2022-03-28 23:59:59.999
3401.9877380385,2022-03-29 23:59:59.999
3385.1578971365,2022-03-30 23:59:59.999
3281.6428781566,2022-03-31 23:59:59.999
3449.5521302967,2022-04-01 23:59:59.999
3445.0593709592,2022-04-02 23:59:59.999
3522.8334004961,2022-04-03 23:59:59.999
3521.2411366589,2022-04-04 23:59:59.999
3411.792508885,2022-04-05 23:59:59.999
3171.6920096725,2022-04-06 23:59:59.999
3233.2747071583,2022-04-07 23:59:59.999
3192.0740436834,2022-04-08 23:59:59.999
3261.9161708653,2022-04-09 23:59:59.999
3211.8668836881,2022-04-10 23:59:59.999
2981.0523144288,2022-04-11 23:59:59.999
3030.3764559966,2022-04-12 23:59:59.999
3118.344281717,2022-04-13 23:59:59.999
3019.9095098156,2022-04-14 23:59:59.999
3040.9165644004,2022-04-15 23:59:59.999
3062.3103812058,2022-04-16 23:59:59.999
2993.4032822558,2022-04-17 23:59:59.999
3057.6067162363,2022-04-18 23:59:59.999
3104.1065209192,2022-04-19 23:59:59.999
3077.7458333831,2022-04-20 23:59:59.999
2987.4806911944,2022-04-21 23:59:59.999
2964.8356126232,2022-04-22 23:59:59.999
2938.1139934399,2022-04-23 23:59:59.999
2922.7326431959,2022-04-24 23:59:59.999
3009.3935456503,2022-04-25 23:59:59.999
2808.2983318587,2022-04-26 23:59:59.999
2888.929764995,2022-04-27 23:59:59.999
2936.9410161491,2022-04-28 23:59:59.999
2815.6018973624,2022-04-29 23:59:59.999
2730.1868219832,2022-04-30 23:59:59.999
2827.7561442638,2022-05-01 23:59:59.999
2857.4105184866,2022-05-02 23:59:59.999
2783.4762086632,2022-05-03 23:59:59.999
2940.6448266526,2022-05-04 23:59:59.999
2749.2130422077,2022-05-05 23:59:59.999
2694.9796840564,2022-05-06 23:59:59.999
2636.0929579647,2022-05-07 23:59:59.999
2517.4599862673,2022-05-08 23:59:59.999
2245.4305316346,2022-05-09 23:59:59.999
2343.5108884929,2022-05-10 23:59:59.999
2072.1086793073,2022-05-11 23:59:59.999
1961.7015828311,2022-05-12 23:59:59.999
2014.4182339085,2022-05-13 23:59:59.999
2056.2739146574,2022-05-14 23:59:59.999
2145.7066657035,2022-05-15 23:59:59.999
2022.7259340438,2022-05-16 23:59:59.999
2090.4092459523,2022-05-17 23:59:59.999
1916.6561061743,2022-05-18 23:59:59.999
2018.3361706564,2022-05-19 23:59:59.999
1961.3156499717,2022-05-20 23:59:59.999
1974.5183665274,2022-05-21 23:59:59.999
2043.17012556,2022-05-22 23:59:59.999
1972.1818889757,2022-05-23 23:59:59.999
1978.982754263,2022-05-24 23:59:59.999
1944.8278449212,2022-05-25 23:59:59.999
1803.91329239,2022-05-26 23:59:59.999
1724.9228641135,2022-05-27 23:59:59.999
1792.4161559381,2022-05-28 23:59:59.999
1812.0309589115,2022-05-29 23:59:59.999
1996.4412844635,2022-05-30 23:59:59.999
1942.3279982558,2022-05-31 23:59:59.999
1823.5693574295,2022-06-01 23:59:59.999
1834.1505700355,2022-06-02 23:59:59.999
1775.0786195244,2022-06-03 23:59:59.999
1801.6094459601,2022-06-04 23:59:59.999
1805.2049888952,2022-06-05 23:59:59.999
1859.2896664779,2022-06-06 23:59:59.999
1814.0483019012,2022-06-07 23:59:59.999
1793.5723105532,2022-06-08 23:59:59.999
1789.8260449403,2022-06-09 23:59:59.999
1665.0422463295,2022-06-10 23:59:59.999
1529.6634560072,2022-06-11 23:59:59.999
1445.2165942978,2022-06-12 23:59:59.999
1204.5828092361,2022-06-13 23:59:59.999
1211.6628946396,2022-06-14 23:59:59.999
1233.2064427734,2022-06-15 23:59:59.999
1067.7307213128,2022-06-16 23:59:59.999
1086.5193049794,2022-06-17 23:59:59.999
993.6368047205,2022-06-18 23:59:59.999
1127.6564667996,2022-06-19 23:59:59.999
1127.6423965514,2022-06-20 23:59:59.999
1124.8245922873,2022-06-21 23:59:59.999
1051.4219027762,2022-06-22 23:59:59.999
1143.3866855114,2022-06-23 23:59:59.999
1226.8447502771,2022-06-24 23:59:59.999
1243.4469231319,2022-06-25 23:59:59.999
1199.8316334895,2022-06-26 23:59:59.999
1193.680712662,2022-06-27 23:59:59.999
1144.5792743062,2022-06-28 23:59:59.999
1098.9438844421,2022-06-29 23:59:59.999
1067.2987999238,2022-06-30 23:59:59.999
1059.7673821799,2022-07-01 23:59:59.999
1066.512767701,2022-07-02 23:59:59.999
1073.7669875108,2022-07-03 23:59:59.999
1151.0590761861,2022-07-04 23:59:59.999
1134.5409720818,2022-07-05 23:59:59.999
1186.9739821393,2022-07-06 23:59:59.999
1237.5934303651,2022-07-07 23:59:59.999
1222.5061935053,2022-07-08 23:59:59.999
1216.9782836097,2022-07-09 23:59:59.999
1168.4016110715,2022-07-10 23:59:59.999
1097.2365145348,2022-07-11 23:59:59.999
1038.1916953961,2022-07-12 23:59:59.999
1113.5871531398,2022-07-13 23:59:59.999
1191.5262140585,2022-07-14 23:59:59.999
1233.129114296,2022-07-15 23:59:59.999
1352.6264752695,2022-07-16 23:59:59.999
1338.6357028739,2022-07-17 23:59:59.999
1578.7178948623,2022-07-18 23:59:59.999
1542.9752735267,2022-07-19 23:59:59.999
1520.2007176133,2022-07-20 23:59:59.999
1576.7495606209,2022-07-21 23:59:59.999
1537.4051210638,2022-07-22 23:59:59.999
1549.2975301211,2022-07-23 23:59:59.999
1599.4766489444,2022-07-24 23:59:59.999
1445.3834222179,2022-07-25 23:59:59.999
1441.8067930933,2022-07-26 23:59:59.999
1636.2327104034,2022-07-27 23:59:59.999
1725.4681887069,2022-07-28 23:59:59.999
1727.4069295678,2022-07-29 23:59:59.999
1695.969499599,2022-07-30 23:59:59.999
1681.5173192968,2022-07-31 23:59:59.999
1635.1957921226,2022-08-01 23:59:59.999
1632.9454389883,2022-08-02 23:59:59.999
1618.8745428622,2022-08-03 23:59:59.999
1608.2058228875,2022-08-04 23:59:59.999
1732.2545836306,2022-08-05 23:59:59.999
1691.6580874496,2022-08-06 23:59:59.999
1699.350770887,2022-08-07 23:59:59.999
1775.5161124135,2022-08-08 23:59:59.999
1703.0250301169,2022-08-09 23:59:59.999
1851.7427029919,2022-08-10 23:59:59.999
1881.2241473515,2022-08-11 23:59:59.999
1957.2464000865,2022-08-12 23:59:59.999
1981.3365601897,2022-08-13 23:59:59.999
1936.8020451588,2022-08-14 23:59:59.999
1904.2281567639,2022-08-15 23:59:59.999
1878.1393765348,2022-08-16 23:59:59.999
1832.9996383741,2022-08-17 23:59:59.999
1847.0078347878,2022-08-18 23:59:59.999
1612.9873433097,2022-08-19 23:59:59.999
1577.0037422109,2022-08-20 23:59:59.999
1619.3189146712,2022-08-21 23:59:59.999
1622.50581709,2022-08-22 23:59:59.999
1662.7698984728,2022-08-23 23:59:59.999
1657.0591631515,2022-08-24 23:59:59.999
1696.4570581307,2022-08-25 23:59:59.999
1507.7828626719,2022-08-26 23:59:59.999
1491.3950366074,2022-08-27 23:59:59.999
1430.5473363095,2022-08-28 23:59:59.999
1553.0373243486,2022-08-29 23:59:59.999
1523.8388621862,2022-08-30 23:59:59.999
1553.6849376151,2022-08-31 23:59:59.999
1586.1768003099,2022-09-01 23:59:59.999
1577.2205133995,2022-09-02 23:59:59.999
1556.8726288379,2022-09-03 23:59:59.999
1577.6416253492,2022-09-04 23:59:59.999
1617.1831725777,2022-09-05 23:59:59.999
1561.7485695818,2022-09-06 23:59:59.999
1629.9063749585,2022-09-07 23:59:59.999
1635.3476570056,2022-09-08 23:59:59.999
1719.0854510646,2022-09-09 23:59:59.999
1776.2037540435,2022-09-10 23:59:59.999
1761.8000273934,2022-09-11 23:59:59.999
1713.7652026662,2022-09-12 23:59:59.999
1580.7879534271,2022-09-13 23:59:59.999
1634.7550431988,2022-09-14 23:59:59.999
1471.6934316404,2022-09-15 23:59:59.999
1432.4477302011,2022-09-16 23:59:59.999
1469.7416421535,2022-09-17 23:59:59.999
1335.3291310415,2022-09-18 23:59:59.999
1377.5413278193,2022-09-19 23:59:59.999
1324.3882409563,2022-09-20 23:59:59.999
1252.6078412642,2022-09-21 23:59:59.999
1327.6801279905,2022-09-22 23:59:59.999
1328.2595547377,2022-09-23 23:59:59.999
1317.9932379184,2022-09-24 23:59:59.999
1294.2167741314,2022-09-25 23:59:59.999
1335.3202436085,2022-09-26 23:59:59.999
1330.1277022309,2022-09-27 23:59:59.999
1337.4108666563,2022-09-28 23:59:59.999
1335.6523611534,2022-09-29 23:59:59.999
1327.9786375008,2022-09-30 23:59:59.999
1311.6444305439,2022-10-01 23:59:59.999
1276.0935583214,2022-10-02 23:59:59.999
1323.4392697039,2022-10-03 23:59:59.999
1362.126586858,2022-10-04 23:59:59.999
1352.8371404571,2022-10-05 23:59:59.999
1351.7095271331,2022-10-06 23:59:59.999
1332.5169819841,2022-10-07 23:59:59.999
1315.5004909841,2022-10-08 23:59:59.999
1322.6043002227,2022-10-09 23:59:59.999
1291.3376254069,2022-10-10 23:59:59.999
1279.5756984091,2022-10-11 23:59:59.999
1294.9063205213,2022-10-12 23:59:59.999
1288.1238946784,2022-10-13 23:59:59.999
1297.4220818412,2022-10-14 23:59:59.999
1274.87164808,2022-10-15 23:59:59.999
1306.2966216886,2022-10-16 23:59:59.999
1331.71360827,2022-10-17 23:59:59.999
1310.4470366521,2022-10-18 23:59:59.999
1285.7442070375,2022-10-19 23:59:59.999
1283.2009226517,2022-10-20 23:59:59.999
1299.9464423868,2022-10-21 23:59:59.999
1314.2992270631,2022-10-22 23:59:59.999
1363.4470578564,2022-10-23 23:59:59.999
1344.998488552,2022-10-24 23:59:59.999
1461.6654237274,2022-10-25 23:59:59.999
1566.566631173,2022-10-26 23:59:59.999
1514.3748569051,2022-10-27 23:59:59.999
1555.4778770898,2022-10-28 23:59:59.999
1619.6984587987,2022-10-29 23:59:59.999
1590.783325383,2022-10-30 23:59:59.999
1572.7144656013,2022-10-31 23:59:59.999
1579.7045469065,2022-11-01 23:59:59.999
1519.711823268,2022-11-02 23:59:59.999
1531.5416959633,2022-11-03 23:59:59.999
1645.093397922,2022-11-04 23:59:59.999
1627.9680581756,2022-11-05 23:59:59.999
1572.2347570875,2022-11-06 23:59:59.999
1568.5912808483,2022-11-07 23:59:59.999
1332.8355929451,2022-11-08 23:59:59.999
1100.169759577,2022-11-09 23:59:59.999
1299.4646098434,2022-11-10 23:59:59.999
1287.2211001564,2022-11-11 23:59:59.999
1255.2683256186,2022-11-12 23:59:59.999
1221.8192177316,2022-11-13 23:59:59.999
1241.6042130742,2022-11-14 23:59:59.999
1251.7361998221,2022-11-15 23:59:59.999
1215.6025437668,2022-11-16 23:59:59.999
1200.8086045885,2022-11-17 23:59:59.999
1212.3002469438,2022-11-18 23:59:59.999
1218.4268090143,2022-11-19 23:59:59.999
1142.4666845863,2022-11-20 23:59:59.999
1108.3530462394,2022-11-21 23:59:59.999
1108.3530462394,2022-11-22 23:59:59.999
1183.1995563302,2022-11-23 23:59:59.999
1203.9832033323,2022-11-24 23:59:59.999
1198.92593624,2022-11-25 23:59:59.999
1205.8979386345,2022-11-26 23:59:59.999
1195.1269193712,2022-11-27 23:59:59.999
1170.086159542,2022-11-28 23:59:59.999
1216.9011876232,2022-11-29 23:59:59.999
1295.6886059154,2022-11-30 23:59:59.999
1276.2739220942,2022-12-01 23:59:59.999
1294.3033770767,2022-12-02 23:59:59.999
1243.3348971959,2022-12-03 23:59:59.999
1280.2565936955,2022-12-04 23:59:59.999
1259.6766997126,2022-12-05 23:59:59.999
1271.6538427321,2022-12-06 23:59:59.999
1232.437441428,2022-12-07 23:59:59.999
1281.1163124108,2022-12-08 23:59:59.999
1264.2847501284,2022-12-09 23:59:59.999
1266.3840988056,2022-12-10 23:59:59.999
1263.8685480864,2022-12-11 23:59:59.999
1274.6190567873,2022-12-12 23:59:59.999
1320.5492376277,2022-12-13 23:59:59.999
1288.5582212778,2022-12-14 23:59:59.999
1266.3539291602,2022-12-15 23:59:59.999
1168.2593542392,2022-12-16 23:59:59.999
1188.1495752325,2022-12-17 23:59:59.999
1184.7152322367,2022-12-18 23:59:59.999
1167.6099151344,2022-12-19 23:59:59.999
1217.7035799175,2022-12-20 23:59:59.999
1213.5999925796,2022-12-21 23:59:59.999
1218.1821518936,2022-12-22 23:59:59.999
1220.1594123975,2022-12-23 23:59:59.999
1221.1486016354,2022-12-24 23:59:59.999
1218.9620019434,2022-12-25 23:59:59.999
1226.9743386769,2022-12-26 23:59:59.999
1212.791637557,2022-12-27 23:59:59.999
1189.9860598507,2022-12-28 23:59:59.999
1201.5953389328,2022-12-29 23:59:59.999
1199.2327542531,2022-12-30 23:59:59.999
1196.7712389628,2022-12-31 23:59:59.999
1200.9648315725,2023-01-01 23:59:59.999
1214.6566756133,2023-01-02 23:59:59.999
1256.5265946029,2023-01-04 23:59:59.999
1250.4385512172,2023-01-05 23:59:59.999
1269.3790036318,2023-01-06 23:59:59.999
1264.2703412672,2023-01-07 23:59:59.999
1287.3594420315,2023-01-08 23:59:59.999
1321.538946494,2023-01-09 23:59:59.999
1336.5861138308,2023-01-10 23:59:59.999
1387.9327050848,2023-01-11 23:59:59.999
1417.9385231112,2023-01-12 23:59:59.999
1451.6148394124,2023-01-13 23:59:59.999
1550.7068639574,2023-01-14 23:59:59.999
1552.4794799873,2023-01-15 23:59:59.999
1576.8335087654,2023-01-16 23:59:59.999
1567.8460502316,2023-01-17 23:59:59.999
1515.5070073176,2023-01-18 23:59:59.999
1552.5565530841,2023-01-19 23:59:59.999
1659.7541193552,2023-01-20 23:59:59.999
1627.1182183693,2023-01-21 23:59:59.999
1628.3820424137,2023-01-22 23:59:59.999
1628.251040897,2023-01-23 23:59:59.999
1556.6042398404,2023-01-24 23:59:59.999
1611.711042612,2023-01-25 23:59:59.999
1603.1059328512,2023-01-26 23:59:59.999
1598.1565187695,2023-01-27 23:59:59.999
1572.4350441003,2023-01-28 23:59:59.999
1646.1555880184,2023-01-29 23:59:59.999
1567.3264809426,2023-01-30 23:59:59.999
1586.5353739335,2023-01-31 23:59:59.999
1641.7926937162,2023-02-01 23:59:59.999
1643.2415885091,2023-02-02 23:59:59.999
1664.7455821274,2023-02-03 23:59:59.999
1667.0592352492,2023-02-04 23:59:59.999
1631.645879411,2023-02-05 23:59:59.999
1616.2471265662,2023-02-06 23:59:59.999
1672.0035689791,2023-02-07 23:59:59.999
1650.7167526788,2023-02-08 23:59:59.999
1546.4382885133,2023-02-09 23:59:59.999
1514.8691459245,2023-02-10 23:59:59.999
1539.9267659675,2023-02-11 23:59:59.999
1515.033688007,2023-02-12 23:59:59.999
1507.1659232596,2023-02-13 23:59:59.999
1556.8751525791,2023-02-14 23:59:59.999
1673.7460217114,2023-02-15 23:59:59.999
1640.0675952066,2023-02-16 23:59:59.999
1694.7833758702,2023-02-17 23:59:59.999
1691.8194566737,2023-02-18 23:59:59.999
1681.4361293747,2023-02-19 23:59:59.999
1702.6751158673,2023-02-20 23:59:59.999
1658.0363984124,2023-02-21 23:59:59.999
1643.2317104289,2023-02-22 23:59:59.999
1651.073895645,2023-02-23 23:59:59.999
1608.3731584143,2023-02-24 23:59:59.999
1594.9149529904,2023-02-25 23:59:59.999
1640.8171556492,2023-02-26 23:59:59.999
1634.3263684101,2023-02-27 23:59:59.999
1605.8951307949,2023-02-28 23:59:59.999
1663.4336563449,2023-03-01 23:59:59.999
1647.3192793728,2023-03-02 23:59:59.999
1569.1676527552,2023-03-03 23:59:59.999
1566.92394276,2023-03-04 23:59:59.999
1564.4687207107,2023-03-05 23:59:59.999
1567.3987018259,2023-03-06 23:59:59.999
1561.9331204295,2023-03-07 23:59:59.999
1534.0882322774,2023-03-08 23:59:59.999
1438.660722311,2023-03-09 23:59:59.999
1429.1581327081,2023-03-10 23:59:59.999
1482.616649191,2023-03-11 23:59:59.999
1590.2929484563,2023-03-12 23:59:59.999
1680.3089961384,2023-03-13 23:59:59.999
1703.5071260037,2023-03-14 23:59:59.999
1656.1805219909,2023-03-15 23:59:59.999
1677.2155034421,2023-03-16 23:59:59.999
1792.4851405695,2023-03-17 23:59:59.999
1761.6596834205,2023-03-18 23:59:59.999
1785.5765822409,2023-03-19 23:59:59.999
1735.3212688367,2023-03-20 23:59:59.999
1806.7607367255,2023-03-21 23:59:59.999
1737.7169855997,2023-03-22 23:59:59.999
1816.405182071,2023-03-23 23:59:59.999
1752.0448567755,2023-03-24 23:59:59.999
1743.7647859083,2023-03-25 23:59:59.999
1775.6767503974,2023-03-26 23:59:59.999
1715.4608138518,2023-03-27 23:59:59.999
1772.7856574311,2023-03-28 23:59:59.999
1793.0018848417,2023-03-29 23:59:59.999
1792.7371357773,2023-03-30 23:59:59.999
1822.0221185209,2023-03-31 23:59:59.999
1813.8605590338,2023-04-01 23:59:59.999
1795.7080919438,2023-04-02 23:59:59.999
1810.2971389314,2023-04-03 23:59:59.999
1871.0051760383,2023-04-04 23:59:59.999
1909.1140628977,2023-04-05 23:59:59.999
1872.9226620075,2023-04-06 23:59:59.999
1865.6360612511,2023-04-07 23:59:59.999
1849.4981769721,2023-04-08 23:59:59.999
1859.3877707862,2023-04-09 23:59:59.999
1911.2075109013,2023-04-10 23:59:59.999
1892.189715911,2023-04-11 23:59:59.999
1920.682189487,2023-04-12 23:59:59.999
2012.6346440046,2023-04-13 23:59:59.999
2101.6355001253,2023-04-14 23:59:59.999
2092.4668534715,2023-04-15 23:59:59.999
2120.0058201151,2023-04-16 23:59:59.999
2076.2430038239,2023-04-17 23:59:59.999
2104.5372669455,2023-04-18 23:59:59.999
1936.4034646782,2023-04-19 23:59:59.999
1943.0976697035,2023-04-20 23:59:59.999
1849.9998459932,2023-04-21 23:59:59.999
1874.2285806104,2023-04-22 23:59:59.999
1862.0620571837,2023-04-23 23:59:59.999
1842.7574513807,2023-04-24 23:59:59.999
1866.7536026164,2023-04-25 23:59:59.999
1866.564236591,2023-04-26 23:59:59.999
1908.7864037137,2023-04-27 23:59:59.999
1892.5127615707,2023-04-28 23:59:59.999
1908.9169855457,2023-04-29 23:59:59.999
1876.9243269741,2023-04-30 23:59:59.999
1831.9547997998,2023-05-01 23:59:59.999
1870.7892659124,2023-05-02 23:59:59.999
1904.651898117,2023-05-03 23:59:59.999
1877.7041428906,2023-05-04 23:59:59.999
1995.0608851615,2023-05-05 23:59:59.999
1900.2217837952,2023-05-06 23:59:59.999
1873.0764708369,2023-05-07 23:59:59.999
1849.042756465,2023-05-08 23:59:59.999
1848.603129681,2023-05-09 23:59:59.999
1842.4014364488,2023-05-10 23:59:59.999
1796.4906137076,2023-05-11 23:59:59.999
1808.0197452174,2023-05-12 23:59:59.999
1796.1149274099,2023-05-13 23:59:59.999
1800.5010095513,2023-05-14 23:59:59.999
1817.5498870463,2023-05-15 23:59:59.999
1824.1214554709,2023-05-16 23:59:59.999
1821.8595805464,2023-05-17 23:59:59.999
1801.7284805099,2023-05-18 23:59:59.999
1812.5895098483,2023-05-19 23:59:59.999
1820.4780014054,2023-05-20 23:59:59.999
1804.5313803255,2023-05-21 23:59:59.999
1817.5348253547,2023-05-22 23:59:59.999
1854.3806307242,2023-05-23 23:59:59.999
1800.1000165874,2023-05-24 23:59:59.999
1805.9536832882,2023-05-25 23:59:59.999
1828.6897444971,2023-05-26 23:59:59.999
1831.1183083015,2023-05-27 23:59:59.999
1910.9141581907,2023-05-28 23:59:59.999
1893.0780853441,2023-05-29 23:59:59.999
1901.0265676637,2023-05-30 23:59:59.999
1874.1304352123,2023-05-31 23:59:59.999
1862.2014510177,2023-06-01 23:59:59.999
1907.2566362935,2023-06-02 23:59:59.999
1892.4125288604,2023-06-03 23:59:59.999
1890.5135595696,2023-06-04 23:59:59.999
1811.8283599458,2023-06-05 23:59:59.999
1884.4948378065,2023-06-06 23:59:59.999
1832.3959608921,2023-06-07 23:59:59.999
1846.3018693826,2023-06-08 23:59:59.999
1840.2251778375,2023-06-09 23:59:59.999
1752.3847272043,2023-06-10 23:59:59.999
1753.4152398112,2023-06-11 23:59:59.999
1742.5286400944,2023-06-12 23:59:59.999
1739.0375441046,2023-06-13 23:59:59.999
1650.5192414211,2023-06-14 23:59:59.999
1665.5198178778,2023-06-15 23:59:59.999
1716.668853444,2023-06-16 23:59:59.999
1727.2041521169,2023-06-17 23:59:59.999
